neighborhood,tweet
roxbury,"@CreasonJana @MayorWu she can be deported, SHOULD BE DEPORTED. 
per grok: 
Born on January 4, 1979, in Praia, Cape Verde, she immigrated to the United States at age 10 and settled in Roxbury, Boston. She became a naturalized U.S. citizen in 2019. Elected in November 2021, she took office in January"
roxbury,"@floridanow1 Boston tried Asian, tried lesbian, tried White man but, never Black man. Boston could use somebody that grew up poor or not the best schools.I say Black because, they know how much they have been screwed in Roxbury,Dorchester,Boston ECT.Need straight shooter who can't be bought"
roxbury,"“Growing up in Roxbury” I lived next door to the M. L. King, Jr. middle school. My childhood pastor was the Rev. Dr. Virgil Wood, His friend the Rev. Dr. M. L. King, Jr. came to Boston to March. Dr. King, prayed for all the children including me at the church on Blue Hill Avenue. https://t.co/NSRjaK38U2"
roxbury,"Blue Hill Avenue | Roxbury to Mattapan Square, Boston MA - 4K Drive https://t.co/kM1UzxUXEJ via @YouTube https://t.co/YPI0vlQH29"
roxbury,"Hey, Hey- No Boston slander we gave y'll New Edition.... #Roxbury"
roxbury,"They never put this fight, effort and fire into fighting the crime in Dorchester, Roxbury, Mattapan and Chinatown. They do not show this fire to end homelessness. The Boston City Council's priorities are askew. We must force positive change!! Join me!"
roxbury,"Melnea Cass 1896-1978 was a Boston community activist fighting for equal rights for workers, civil rights &amp; quality education. She loved to read the Bible &amp; was a devoted Christian. Known as Roxbury's First Lady, she was president of Boston's NAACP &amp; helped found Freedom House https://t.co/kVgtS8JGxw"
roxbury,"@MayorWu Jonathan Lanfear, of Winchester; Yihong Zou, of Boston; Boya Zhou, of West Roxbury; Mark Zhu, of Lincoln; Kerry Wu, of Natick; ; David LaCava, of Waltham; Pinhao Chao, 12 men will be summoned for arraignments on a single count of sexual conduct for a fee. Wu s cousin arrested https://t.co/LJzB43Nrng"
roxbury,"@AntiWuCoalition Lived in Boston my whole life. Work every single day in boston:downtown, mattapan,roxbury, beacon hill, north end, etc. See people of all races and economic every day. They are all anti-wu,anti-DEI,anti-Gay Gov.Healey. BCC is a joke. Especially Flynn"
roxbury,"A jazz scene rises in Roxbury, bringing top-notch acts to an unlikely venue.
https://t.co/ja9uXg2Kbr"
roxbury,"@MassGovernor You have some balls talking about ""our kids"".

Here's what you have done for ""our kids"" :
-Harbored illegal migrants.
-Harbored illegal criminal migrants that have raped, beaten and murdered OUR KIDS. 
-Took away a CHILDRENs recreation center in Roxbury to harbor illegal"
roxbury,@Yearoftravel @amuse They are! And she’s taking them! By pass the mainstream and talk to someone who knows where Roxbury is in Boston. This city is no longer western and no longer safe
roxbury,"Yeah, she is not good for Boston. Even very liberal people I know there are on the fence about her. I know many that live in Jamaica Plain, Roxbury, and a few other areas north and south of the posh downtown... are loosing YMCA and other rec space to illegals to name just one"
south end,"@MassFiscal Let Wu do an ""undercover boss"" episode. Walk through Roxbury, Dorchester, Mattapan, or the South End at night alone. Then let her tell us again how safe Boston is."
south end,"HAPPY SATURDAY! 

TODAY IS OUR FIRST OF THREE REGISTRATION/ TRYOUT DAYS! 

**BRING A GLOVE, AND READY FOR A WORKOUT** https://t.co/Dwc6mHza8Z"
south end,"We are here at Luis Tiant Field at Peter's Park, getting ready for week one of REGISTRATION! 

Rookie Ball and MINORS 10AM

MAJORS 12PM https://t.co/fYHaiJy9iZ"
south end,"We are also over at Madison for our Senior division registration / TRYOUTS?

11am start time. https://t.co/UgFHOQK3fc"
south end,"BWSC on site in South End at leak Father Francis St at East Newton Street, as many as 30 units in vicinity may be out of water temporarily. Could be a service line, not main, but need to dig to determine. Working with BPD to move 2-3 cars so dig can begin."
south end,"@DFBHarvard When I visited Boston, what was so noticeable to me was the Kennedy influence on infrastructure had waned, and the place was going to need massive tax increases from its inhabitants to rebuild all the crumbling infrastructure.  On the South end of Boston, the rail system boarding"
south end,Can we please end the whole “Jaylen Brown is a genius” narrative? He’s not.
south end,"@MAGA_YIMBY There are streets in Philadelphia that look like this, and Beacon Hill in Boston looks like this, as well as some of the south end. Some small cities in New England can look like this. But still, it's rare in the northeast. So sad."
south end,"@bostonradio Where's the best place to see 3 year old resident South End and lately South Boston parking stickers?

The Hingham Ferry Lot."
south end,"@amuse Something tells me the Irish ☘️ in Boston got this. North end, South end, Southie."
south end,"My February 15-March 15 SOUTH END Boston bi-monthly real estate activity report is out! See data on sales, inventory, $/SF, ask vs. sell price, absorption rate, days on market, and more. https://t.co/e1zB7ioqUT #gibsonsir #southendboston #southendbostoncondos https://t.co/3YmsKcBVHK"
south end,"@franklin_w_dixn @OnlyInBOS It’s been there for 5 years, designed by an artist from Roxbury, and is in a space that has a lot of concrete but doesn’t serve a purpose (outside of walking from the South End to South Boston), so it’s good for an outdoor art installation."
south end,"ICA/Boston announces Sarah Sze as inaugural recipient of the Meraki Artist Award

https://t.co/rowgdGG7Gc https://t.co/9Rl2UYh5Rg"
south end,"@YvensRiviere @OnlyInBOS It's not far off. It's Underground at Ink Park, between South End and South Boston."
south end,"Boston Apartment for Rent - $3,500: This 2 Beds 1 Bath place in South End, Boston, MA is available 5/1/2025. Included Features: Heat &amp; HW Included, Laundry https://t.co/JhQPk6xx7d #bostonapartments #bostonrentals #apartmentsforrentinboston https://t.co/znHE13JFLJ"
south end,"@elonmusk So when you destroy our government and strip away people's freedoms, rights, and dignity, that's cool. But when you're on the receiving end, it's terrorism?

If the USA is such a disgrace,  why not move back to South Africa?"
south end,"hey #boston fam, what's poppin'? i'm vibing at an indie pop-up market in the south end and might hit up an open mic later at a cozy local cafe. it's a bit chilly at 45°F now, but perfect for layering up—let's make some memories tonight 🎤🍂 what's everyone doing?"
south end,@rach__d__ omg the next time yall do a Boston date night I have a FIRE reco for you. There’s a South End restaurant w kimchi pineapple and it’s so delish
south end,"@MassFiscal Let Wu do an ""undercover boss"" episode. Walk through Roxbury, Dorchester, Mattapan, or the South End at night alone. Then let her tell us again how safe Boston is."
south end,"HAPPY SATURDAY! 

TODAY IS OUR FIRST OF THREE REGISTRATION/ TRYOUT DAYS! 

**BRING A GLOVE, AND READY FOR A WORKOUT** https://t.co/Dwc6mHza8Z"
south end,"We are here at Luis Tiant Field at Peter's Park, getting ready for week one of REGISTRATION! 

Rookie Ball and MINORS 10AM

MAJORS 12PM https://t.co/fYHaiJy9iZ"
south end,"We are also over at Madison for our Senior division registration / TRYOUTS?

11am start time. https://t.co/UgFHOQK3fc"
south end,"BWSC on site in South End at leak Father Francis St at East Newton Street, as many as 30 units in vicinity may be out of water temporarily. Could be a service line, not main, but need to dig to determine. Working with BPD to move 2-3 cars so dig can begin."
south end,"@DFBHarvard When I visited Boston, what was so noticeable to me was the Kennedy influence on infrastructure had waned, and the place was going to need massive tax increases from its inhabitants to rebuild all the crumbling infrastructure.  On the South end of Boston, the rail system boarding"
south end,Can we please end the whole “Jaylen Brown is a genius” narrative? He’s not.
south end,"@MAGA_YIMBY There are streets in Philadelphia that look like this, and Beacon Hill in Boston looks like this, as well as some of the south end. Some small cities in New England can look like this. But still, it's rare in the northeast. So sad."
south end,"@bostonradio Where's the best place to see 3 year old resident South End and lately South Boston parking stickers?

The Hingham Ferry Lot."
south end,"@amuse Something tells me the Irish ☘️ in Boston got this. North end, South end, Southie."
south end,"My February 15-March 15 SOUTH END Boston bi-monthly real estate activity report is out! See data on sales, inventory, $/SF, ask vs. sell price, absorption rate, days on market, and more. https://t.co/e1zB7ioqUT #gibsonsir #southendboston #southendbostoncondos https://t.co/3YmsKcBVHK"
south end,"@franklin_w_dixn @OnlyInBOS It’s been there for 5 years, designed by an artist from Roxbury, and is in a space that has a lot of concrete but doesn’t serve a purpose (outside of walking from the South End to South Boston), so it’s good for an outdoor art installation."
south end,"ICA/Boston announces Sarah Sze as inaugural recipient of the Meraki Artist Award

https://t.co/rowgdGG7Gc https://t.co/9Rl2UYh5Rg"
south end,"@YvensRiviere @OnlyInBOS It's not far off. It's Underground at Ink Park, between South End and South Boston."
south end,"Boston Apartment for Rent - $3,500: This 2 Beds 1 Bath place in South End, Boston, MA is available 5/1/2025. Included Features: Heat &amp; HW Included, Laundry https://t.co/JhQPk6xx7d #bostonapartments #bostonrentals #apartmentsforrentinboston https://t.co/znHE13JFLJ"
south end,"@elonmusk So when you destroy our government and strip away people's freedoms, rights, and dignity, that's cool. But when you're on the receiving end, it's terrorism?

If the USA is such a disgrace,  why not move back to South Africa?"
south end,"hey #boston fam, what's poppin'? i'm vibing at an indie pop-up market in the south end and might hit up an open mic later at a cozy local cafe. it's a bit chilly at 45°F now, but perfect for layering up—let's make some memories tonight 🎤🍂 what's everyone doing?"
south end,@rach__d__ omg the next time yall do a Boston date night I have a FIRE reco for you. There’s a South End restaurant w kimchi pineapple and it’s so delish
south end,"@MassFiscal Let Wu do an ""undercover boss"" episode. Walk through Roxbury, Dorchester, Mattapan, or the South End at night alone. Then let her tell us again how safe Boston is."
south end,"HAPPY SATURDAY! 

TODAY IS OUR FIRST OF THREE REGISTRATION/ TRYOUT DAYS! 

**BRING A GLOVE, AND READY FOR A WORKOUT** https://t.co/Dwc6mHza8Z"
south end,"We are here at Luis Tiant Field at Peter's Park, getting ready for week one of REGISTRATION! 

Rookie Ball and MINORS 10AM

MAJORS 12PM https://t.co/fYHaiJy9iZ"
south end,"We are also over at Madison for our Senior division registration / TRYOUTS?

11am start time. https://t.co/UgFHOQK3fc"
south end,"BWSC on site in South End at leak Father Francis St at East Newton Street, as many as 30 units in vicinity may be out of water temporarily. Could be a service line, not main, but need to dig to determine. Working with BPD to move 2-3 cars so dig can begin."
south end,"@DFBHarvard When I visited Boston, what was so noticeable to me was the Kennedy influence on infrastructure had waned, and the place was going to need massive tax increases from its inhabitants to rebuild all the crumbling infrastructure.  On the South end of Boston, the rail system boarding"
south end,Can we please end the whole “Jaylen Brown is a genius” narrative? He’s not.
south end,"@MAGA_YIMBY There are streets in Philadelphia that look like this, and Beacon Hill in Boston looks like this, as well as some of the south end. Some small cities in New England can look like this. But still, it's rare in the northeast. So sad."
south end,"@bostonradio Where's the best place to see 3 year old resident South End and lately South Boston parking stickers?

The Hingham Ferry Lot."
south end,"@amuse Something tells me the Irish ☘️ in Boston got this. North end, South end, Southie."
south end,"My February 15-March 15 SOUTH END Boston bi-monthly real estate activity report is out! See data on sales, inventory, $/SF, ask vs. sell price, absorption rate, days on market, and more. https://t.co/e1zB7ioqUT #gibsonsir #southendboston #southendbostoncondos https://t.co/3YmsKcBVHK"
